cut	89
Partition 0	64,19,28
Partition 1	17,15,16
Partition 2	65,4,52
Partition 3	33,23
Partition 4	35,36,62
Partition 5	34,61,38
Partition 6	13,14
Partition 7	40,60,41
Partition 8	59,45,44,46
Partition 9	39,37
Partition 10	58,2,27
Partition 11	25,26,24
Partition 12	47,49,53
Partition 13	69,0,68
Partition 14	67,66,55
Partition 15	1,22
Partition 16	43,21,20
Partition 17	48,50,12
Partition 18	51,18
Partition 19	5,3,32
Partition 20	63,57,56,54
Partition 21	42,30,29
Partition 22	11,6,9
Partition 23	7,31,10,8
