cut	59
Partition 0	5,33
Partition 1	26,37,69
Partition 2	3,12
Partition 3	56,28,49
Partition 4	64,53
Partition 5	8,42,58
Partition 6	1,47,66
Partition 7	27,39
Partition 8	19,48,65
Partition 9	14,63
Partition 10	18,21,35
Partition 11	55,62
Partition 12	59,10,17
Partition 13	68,30
Partition 14	23,0,67
Partition 15	4,57
Partition 16	2,46,41
Partition 17	7,32
Partition 18	43,60
Partition 19	13,16,38,61
Partition 20	22,40
Partition 21	11,44,45
Partition 22	34,20,51
Partition 23	15,50
Partition 24	6,24,52
Partition 25	31,36,54
Partition 26	9,25,29
