cut	124
Partition 0	88,4,90
Partition 1	53,25,80,28
Partition 2	12,11,35,95
Partition 3	94,93,76
Partition 4	81,6,17,61
Partition 5	85,5,74,38
Partition 6	78,43,36
Partition 7	71,87,21,56
Partition 8	27,34,91,30
Partition 9	45,16,23
Partition 10	41,77,22,54
Partition 11	10,82,40
Partition 12	64,33,32,24,19
Partition 13	67,13,83
Partition 14	0,57,39
Partition 15	48,2,97,75
Partition 16	3,73,47,65
Partition 17	70,59,20,96
Partition 18	89,63,79,84
Partition 19	46,31,44,92,15,60
Partition 20	52,99,62
Partition 21	9,66,42
Partition 22	18,98,29,50
Partition 23	49,69,51
Partition 24	7,1,58,55
Partition 25	86,14,37
Partition 26	68,72,26,8
