cut	45
Partition 0	76,46,31,58
Partition 1	33,43,59,60
Partition 2	22,28,48
Partition 3	72,17,55,36
Partition 4	2,78,56
Partition 5	1,20,4
Partition 6	65,49,44,0
Partition 7	6,8,53,35
Partition 8	3,42,27,71
Partition 9	12,75,18,64,21
Partition 10	7,77,67
Partition 11	47,51,54,57
Partition 12	5,10,61,66
Partition 13	19,37,15,40
Partition 14	30,32,29,45
Partition 15	23,41,24,34
Partition 16	50,79,70,63
Partition 17	26,62,38,74
Partition 18	11,16,39
Partition 19	13,73,14,52
Partition 20	9,25,68,69
