cut	116
Partition 0	37,62,78
Partition 1	19,61,60
Partition 2	49,55,23
Partition 3	74,83,7
Partition 4	3,66,79,12
Partition 5	40,57,56
Partition 6	63,14,80,81
Partition 7	77,18,68
Partition 8	84,21,59
Partition 9	42,13,65
Partition 10	44,86,31
Partition 11	2,16,29
Partition 12	4,89,5
Partition 13	1,24,28,48
Partition 14	34,15,87
Partition 15	8,9,10
Partition 16	76,58,22
Partition 17	51,72,26
Partition 18	0,64,50
Partition 19	69,70,75,67
Partition 20	27,73,52
Partition 21	53,41,82
Partition 22	33,32,36
Partition 23	71,43,45
Partition 24	6,35,54
Partition 25	11,20,85,25
Partition 26	38,30,39
Partition 27	47,17,88,46
