cut	36
Partition 0	3530,3531,3543,3544,3542
Partition 1	3527,3528,3566,3567,3529
Partition 2	3525,3579,3580,3556,3557
Partition 3	3521,3587,3591,3589,3590,3588
Partition 4	3573,3574,3524,3572,3551,3552
Partition 5	3532,3523,3536,3537,3539,3538
Partition 6	3534,3522,3535,3541,3540,3533
Partition 7	3598,3597,3595,3596,3594
Partition 8	3592,3559,3526,3593,3586,3520
Partition 9	3568,3569,3570,3571,3585,3584
Partition 10	3547,3548,3549,3558,3550
Partition 11	3560,3562,3564,3565,3561,3563
Partition 12	3576,3577,3578,3581,3545,3546
Partition 13	3553,3554,3555,3575,3583,3582
