iteration	t
1	17,75,105,155,257,259,270,857,937,1006,2027,2338,2493,5957
2	31,80,119,139,599,1664,1680,1739,3526,3832
3	15,26,34,54,146,1106,1797,1836,3538
4	17,58,182,222,226,285,306
5	45,77,78,180,219,559,862,3105,4875,9313
6	61,84,3604,6145,6201
7	127,142,400,1171,1251
8	1546,5555,6164,8432,16064,16335,18548
9	19,207,238,368,644,1287,1293,1298,4733,7596,7628,9436,11587
