cut	46
Partition 0	3585,3565,3564
Partition 1	3584,3583,3582
Partition 2	3560,3561,3562
Partition 3	3545,3546,3563
Partition 4	3548,3547,3544
Partition 5	3522,3573
Partition 6	3572,3575,3534,3574
Partition 7	3580,3579,3581
Partition 8	3529,3530,3577,3578
Partition 9	3533,3535,3524
Partition 10	3527,3528,3520
Partition 11	3532,3549,3531
Partition 12	3521,3566,3568
Partition 13	3523,3536,3540
Partition 14	3543,3542,3541
Partition 15	3557,3558,3559
Partition 16	3525,3555,3539
Partition 17	3537,3526,3552,3538
Partition 18	3567,3556,3576
Partition 19	3569,3571,3570
Partition 20	3550,3551,3554,3553
