cut	53
Partition 0	2,20,21
Partition 1	35,83,47,62
Partition 2	11,34,45,70
Partition 3	50,10,63,73
Partition 4	6,37,59,68,60
Partition 5	4,44,82,57
Partition 6	9,48,30,49
Partition 7	42,66,87,67
Partition 8	23,77,14,84
Partition 9	53,33,78,56
Partition 10	16,31,32,65,61
Partition 11	41,13,46
Partition 12	72,12,24,26
Partition 13	22,54,51
Partition 14	3,36,75,74
Partition 15	5,52,81,39
Partition 16	7,38,43,71
Partition 17	19,15,27,76
Partition 18	8,28,18,25,55
Partition 19	40,88,80,0
Partition 20	1,85,69,29,79
Partition 21	89,17,86,58,64
