cut	25
Partition 0	16,15,14
Partition 1	18,10,17,23
Partition 2	65,64,66,68
Partition 3	33,57,80,79
Partition 4	67,35,34
Partition 5	29,28,27
Partition 6	60,59,43
Partition 7	51,12,13,50,83
Partition 8	45,44,82,81
Partition 9	3,4,5,11
Partition 10	7,47,6,46
Partition 11	36,37,61,38
Partition 12	24,25,78,62
Partition 13	77,26,39,76,75
Partition 14	87,86,84
Partition 15	9,58,52,53
Partition 16	88,89,54,85
Partition 17	32,31,30
Partition 18	0,2,8,22
Partition 19	1,73,72,74,48
Partition 20	21,19,20,40,41
Partition 21	69,70,71
Partition 22	42,49,56,55,63
