cut	48
Partition 0	3535,3544,3543
Partition 1	3542,3537,3538
Partition 2	3541,3540,3539
Partition 3	3545,3547,3546
Partition 4	3554,3590,3589
Partition 5	3586,3587,3520,3588
Partition 6	3521,3565,3566
Partition 7	3534,3524,3573
Partition 8	3553,3525,3533,3569,3568
Partition 9	3527,3528,3529
Partition 10	3575,3532,3523,3574
Partition 11	3530,3531,3581,3536
Partition 12	3583,3584,3582
Partition 13	3602,3601,3599,3600
Partition 14	3585,3598,3596,3597
Partition 15	3578,3580,3579
Partition 16	3570,3571,3567
Partition 17	3576,3577,3572
Partition 18	3563,3564,3562
Partition 19	3557,3560,3559,3558
Partition 20	3555,3561,3556
Partition 21	3548,3550,3549
Partition 22	3595,3594,3593,3592
Partition 23	3526,3552,3591,3522,3551
