cut	108
Partition 0	81,78,80,79
Partition 1	18,17,40,82
Partition 2	21,23,22,24
Partition 3	25,27,30,55,26
Partition 4	58,59,56,54,57
Partition 5	83,62,63,61
Partition 6	48,38,39,86
Partition 7	8,85,88,87,71
Partition 8	12,11,10,34
Partition 9	4,20,7,6,9
Partition 10	47,51,69,49,60,50
Partition 11	72,73,37,35
Partition 12	76,74,77,75
Partition 13	15,13,14,16
Partition 14	97,36,93,95,94
Partition 15	19,90,89,92,91
Partition 16	3,41,2,43
Partition 17	67,5,68,44
Partition 18	0,99,98,1,42,96
Partition 19	65,28,70,66
Partition 20	64,52,84,45,53
Partition 21	32,33,31,29,46
