iteration	t
1	20,34,40,41,58,60,63,78,98,170,207,394,581,1513,1887,4845,5740,5745,5966,6023,6073,6099,6127,6331
2	13,17,31,34,37,39,51,108,113,286,611,944,1143,1306,2566,6739
3	2,3,22,28,30,37,103,113,711,1050,5300,5619,5688
4	9,25,30,92,96,97,133,144,278,470,635,646,669,732,880,1399,2024
5	1,5,29,31,34,35,45,51,60,63,65,90,749,1576,4079
6	856,1871,1923,2157
7	44,348,695,700,764,770,1035,1401
8	2,3,30,32,59,265,434,513,726
