cut	52
Partition 0	3536,3537
Partition 1	3539,3541,3540
Partition 2	3538,3522,3533
Partition 3	3534,3551,3535
Partition 4	3573,3524,3588
Partition 5	3591,3589,3590
Partition 6	3521,3532,3587
Partition 7	3580,3581,3582
Partition 8	3576,3577
Partition 9	3578,3545
Partition 10	3543,3544,3542
Partition 11	3530,3531
Partition 12	3527,3528,3529
Partition 13	3525,3579,3556
Partition 14	3550,3546
Partition 15	3564,3565,3595
Partition 16	3598,3597,3596
Partition 17	3547,3548,3549
Partition 18	3560,3558,3557
Partition 19	3553,3554,3555,3552
Partition 20	3562,3561,3563
Partition 21	3592,3526
Partition 22	3523,3559
Partition 23	3574,3572
Partition 24	3575,3584,3583
Partition 25	3585,3586,3520
Partition 26	3593,3594
Partition 27	3566,3567
Partition 28	3568,3569,3570,3571
