iteration	t
1	56,72,132,219,231,2588,2605,2895,2928,2929
2	107,124,130,187,301,318,335,348,352,407,409,410,620,626,632,662,1337,1474,1484,1510
3	87,102,105,107,126,158,502,1431,1464,1470,1473,1500,1591,1597,1817,3875,4148,4209,4214,4241
4	1139,1153,1173,1217,1225,1227,1229,1234,1259,1261,1268,1273,1332,1349,1363,1389,1394,1399,1552,1608,1610,1616
5	58,72,81,109,114,117,139,173,175,181,196,245,289,319,378,400,419,441,449,461,671,1003,1173,1193
6	28,38
7	244,260,272,273,275,281,282,339,359,384,392,405,506,546,581,653,4709,5313,5323,5427,5435,5471
8	231,326
