cut	78
Partition 0	71,17,31
Partition 1	70,12,27
Partition 2	19,57,54
Partition 3	10,22,68
Partition 4	34,24,60
Partition 5	13,37,69,62
Partition 6	3,26,51
Partition 7	65,11,38
Partition 8	6,29,43
Partition 9	9,66,2
Partition 10	15,21,25
Partition 11	77,30,67,48
Partition 12	18,50,23
Partition 13	0,79,75
Partition 14	32,61,42
Partition 15	63,59,53
Partition 16	39,46,47
Partition 17	14,16,73,56
Partition 18	41,44,74
Partition 19	20,28,78
Partition 20	7,5,55
Partition 21	4,35,40
Partition 22	36,49,58
Partition 23	8,33,76
Partition 24	1,45,52,72,64
