cut	49
Partition 0	27,31,8
Partition 1	35,43,70
Partition 2	1,33,49,68
Partition 3	12,19,47
Partition 4	6,15,65
Partition 5	64,55,75
Partition 6	73,13,57
Partition 7	23,28,54
Partition 8	0,44,61,77
Partition 9	20,63,14
Partition 10	29,39,56
Partition 11	48,51,74,78
Partition 12	38,4,76
Partition 13	16,46,66
Partition 14	18,30,50
Partition 15	26,52,41
Partition 16	2,9,37,42
Partition 17	17,79,67
Partition 18	10,3,24
Partition 19	21,53,59,72
Partition 20	7,62,36
Partition 21	11,25,45
Partition 22	22,5,60,32,40
Partition 23	34,58,69,71
