cut	58
Partition 0	9,50,76,96
Partition 1	20,53,90
Partition 2	47,62,95
Partition 3	17,39,64,97
Partition 4	23,10,24
Partition 5	2,8,29
Partition 6	40,75,77,88
Partition 7	16,21,89
Partition 8	0,4,54,60
Partition 9	72,82,80,98
Partition 10	46,48,30
Partition 11	1,68,70,99
Partition 12	13,14,86
Partition 13	27,41,79
Partition 14	7,18,51,61
Partition 15	25,81,87
Partition 16	35,52,84
Partition 17	15,36,94
Partition 18	33,34,67
Partition 19	19,58,93
Partition 20	3,55,59,71,91
Partition 21	26,42,44
Partition 22	6,65,69,85
Partition 23	32,56,66
Partition 24	5,31,92
Partition 25	12,11,22,28
Partition 26	37,43,63,73
Partition 27	45,49,57
Partition 28	38,74,78,83
