cut	29
Partition 0	10,41
Partition 1	1,63,42
Partition 2	0,65,64
Partition 3	69,15,14,45
Partition 4	8,17
Partition 5	7,11,52,40
Partition 6	62,68,44
Partition 7	25,26,49
Partition 8	37,51,46
Partition 9	38,43,55
Partition 10	24,23,66
Partition 11	39,2,47
Partition 12	3,18,59
Partition 13	54,53
Partition 14	61,60
Partition 15	16,48
Partition 16	57,56
Partition 17	31,32,50
Partition 18	19,30
Partition 19	4,5,6
Partition 20	36,29,20
Partition 21	12,67
Partition 22	34,33,35
Partition 23	13,22,21
Partition 24	9,58,27,28
