iteration	t
1	210,1448,2315,2357,2375,3347
2	747,1400,1817,2003
3	298,820,913,1466,8511,9314,9447
4	149,158,668,1178,3359,4684,4714
5	4,4655,4765,4811,4839
6	195,1307,1744,1875
7	683,3513,5934,5998,6629
8	231,2844,3354,3960,3966
9	898,1976,5954,6008,6648,6688,6790,8137
10	456,1557,4146,5166,5551,6108
