iteration	t
1	16,24,47,64,85,235,610,729,767
2	132,158,160,180,184,236,238,263,292,610,626,632,788,806,819,824,825,827
3	21,46,50,79,776,864,1014,1691
4	31,108,146,325,333,339,391,424,524,532,566,582,585,591,602,634,637,645
5	70,71,83,112,113,145,432,444,476,1900,2981,3911
6	1894,5397,8267,11908,11976
7	40,132,143,147,284,1890
8	88,102,370,375,748
9	18,37,46,64,546
10	880,931
