iteration	t
1	1,2,9,17,20,24,83,90,1262,1268,1361,1382,1571
2	9,14,21,33,34,82,117,964
3	7,8,12,44,57,68,74,80
4	10,17,22,37,58,74,99,114
5	10,14,17,21,27,63,73,76,111,115,134,142,172,415,671,885
6	134,156,158,759,935,996,1232,1238
7	47,405,512,1076,1092,8363,13761,13883,13928,19253
8	68,1490,1498,5854,5875
9	1,13
10	9,34,42,131,140,179,1618,5397
