cut	81
Partition 0	51,53,52,54
Partition 1	48,49,47,50
Partition 2	65,66,63,64
Partition 3	58,57,55,56
Partition 4	60,59,61,62
Partition 5	29,31,30,32
Partition 6	37,34,33,35,36
Partition 7	25,26,27,28
Partition 8	87,24,23,38
Partition 9	81,84,85,86,82,83
Partition 10	76,75,74,73
Partition 11	70,69,71,72
Partition 12	80,88,79,77
Partition 13	8,6,5,7
Partition 14	0,1,89,2,4
Partition 15	3,12,13,14
Partition 16	15,16,17,18
Partition 17	22,19,20,21,39
Partition 18	10,9,11,78
Partition 19	67,68,41,43
Partition 20	46,44,45,40,42
