cut	115
Partition 0	15,18,38
Partition 1	55,59,32
Partition 2	5,77,68
Partition 3	2,3,41,28
Partition 4	4,9,34
Partition 5	75,63,51
Partition 6	74,67,69
Partition 7	45,57,60,70
Partition 8	24,27,71
Partition 9	6,40,29
Partition 10	62,43,8
Partition 11	11,58,30,47
Partition 12	0,25,42
Partition 13	20,23,26,36
Partition 14	10,17,16,66
Partition 15	7,13,21
Partition 16	50,44,48
Partition 17	49,35,78
Partition 18	54,19,33
Partition 19	73,64,79
Partition 20	22,46,31,61
Partition 21	14,37,72
Partition 22	65,76,52
Partition 23	1,12,56,39,53
