iteration	t
1	17,110,143,229,882,931,938,5443,6443
2	280,308,329,372,469,1225,1614
3	47,88,381,446,450,583,663
4	4,336,506,1303,3340,3408
5	64,187,196,231,297,379,1005
6	8,212
7	197
8	326,744,752,829,833,850,856,862,864,867,902,911,936,1013,1463,1569,1778,1842,3031,3113,5684,5686,5715,5734,5741,5779,5899,5923,6565
9	5291,5352,6359,9166,12387,12416
10	3,1326,1419,2603
