cut	96
Partition 0	18,16,17,19
Partition 1	15,67,68,66
Partition 2	13,12,14
Partition 3	77,75,76
Partition 4	84,74,24,26
Partition 5	72,73,69,70,71
Partition 6	1,3,2,4
Partition 7	0,99,98,97
Partition 8	96,48,94,95
Partition 9	5,6,81,7
Partition 10	78,79,45,80
Partition 11	41,42,43,44
Partition 12	22,20,21,23
Partition 13	11,29,27,28
Partition 14	30,31,33,32
Partition 15	91,92,90,89
Partition 16	39,40,38,47
Partition 17	35,34,36,37
Partition 18	85,87,88,86
Partition 19	58,61,59,60
Partition 20	56,55,54,57
Partition 21	9,93,8,10
Partition 22	50,52,53,51
Partition 23	83,49,82,46
Partition 24	64,65,25,63,62
