cut	52
Partition 0	3520,3585,3602,3589,3617,3590,3619,3618
Partition 1	3603,3604,3607,3606,3609,3608
Partition 2	3610,3611,3612,3614,3615,3613,3616
Partition 3	3584,3555,3556,3564,3524,3557,3558
Partition 4	3591,3575,3576,3553,3577,3583,3552
Partition 5	3522,3528,3596,3527,3597,3598
Partition 6	3601,3594,3593,3595,3600,3599
Partition 7	3621,3574,3620,3573,3572,3551
Partition 8	3567,3571,3554,3570,3568,3566,3569
Partition 9	3538,3539,3545,3546,3540,3547,3548
Partition 10	3529,3531,3521,3530,3549,3550,3532
Partition 11	3543,3523,3562,3541,3542,3561,3592
Partition 12	3525,3535,3563,3536,3565,3537,3544
Partition 13	3605,3581,3582,3580,3526,3578,3579
Partition 14	3559,3533,3560,3586,3587,3534,3588
