cut	68
Partition 0	73,77,59,70
Partition 1	28,43,54,51,4
Partition 2	26,44,99,78
Partition 3	19,49,84,30
Partition 4	89,31,32,61
Partition 5	36,48,83,96
Partition 6	10,69,14,17
Partition 7	9,64,62,57,94
Partition 8	0,88,86,95
Partition 9	42,79,81,74
Partition 10	1,65,3,47,58
Partition 11	7,91,27,98
Partition 12	63,5,8,11,68
Partition 13	40,24,21,60
Partition 14	2,75,41,52
Partition 15	16,38,29,72,92
Partition 16	15,76,18,25,53
Partition 17	71,66,80
Partition 18	33,50,34,39,55
Partition 19	35,56,82,93
Partition 20	45,97,46,23
Partition 21	13,90,67,6,85
Partition 22	20,22,12,37,87
