cut	46
Partition 0	10,60,31
Partition 1	61,70,79
Partition 2	25,49,46,52
Partition 3	18,23,38,72
Partition 4	5,35,89
Partition 5	2,47,48,57,82
Partition 6	9,62,74,81
Partition 7	6,8,17
Partition 8	45,59,87
Partition 9	53,80,83
Partition 10	28,41,43,54
Partition 11	34,21,44,73
Partition 12	14,66,86,88
Partition 13	36,37,50,63
Partition 14	1,55,64,69,58
Partition 15	3,4,40
Partition 16	0,16,65,20
Partition 17	84,15,42,77
Partition 18	11,24,29
Partition 19	7,33,76
Partition 20	56,68,85
Partition 21	12,13,30,78
Partition 22	19,26,22
Partition 23	32,67,39
Partition 24	27,71,51,75
