cut	107
Partition 0	77,18,68
Partition 1	40,57,80,56
Partition 2	63,14,85,25
Partition 3	74,3,66,12
Partition 4	19,61,60
Partition 5	49,62,55,23
Partition 6	1,24,28
Partition 7	2,16,48
Partition 8	42,44,29,81,31
Partition 9	79,65,78
Partition 10	4,37,89,5
Partition 11	13,84,21,59
Partition 12	64,26,22
Partition 13	50,27,15,87
Partition 14	47,83,34,7
Partition 15	72,70,75
Partition 16	0,51,73,52
Partition 17	69,8,9,67
Partition 18	53,41,82
Partition 19	30,43,32
Partition 20	71,45,33,46,36
Partition 21	11,20,17,88
Partition 22	76,10,86,58
Partition 23	38,6,35,54,39
