cut	97
Partition 0	86,85,87
Partition 1	88,90,92
Partition 2	89,94,91,93
Partition 3	82,83,84
Partition 4	80,81,18,79
Partition 5	76,77,78
Partition 6	72,75,73,74
Partition 7	20,19,21
Partition 8	25,23,27
Partition 9	22,24,26,71
Partition 10	34,36,35
Partition 11	38,39,37,40
Partition 12	0,1,99,2
Partition 13	97,98,95,96
Partition 14	3,5,4
Partition 15	10,11,12
Partition 16	7,6,8,9
Partition 17	43,41,42
Partition 18	13,44,45
Partition 19	14,15,16,17
Partition 20	69,70,68
Partition 21	55,56,57
Partition 22	60,58,59
Partition 23	66,65,67
Partition 24	64,62,61,63
Partition 25	49,47,48,50
Partition 26	51,53,52,54
Partition 27	28,30,31,29
Partition 28	32,33,46
