iteration	t
1	15,35,42,56,60,61,82,111,424,3377
2	2,7,10,36,37,42,92,128,456,3022,4023,8547
3	1,5,9,17,19,20,21,31,47,54,63,1092
4	54,77,88,93,133,160,242,868,3867,3882,3959,4039,4043,4045,7910,8783
5	79,89,101,132,152,206,585,713,725,733,753,771,783,789,859,929,949,1629,1636,2110
6	6,3648
7	199,743,1147
8	48,4176,9482,9486,16579
9	1,14,16
10	4,13,116
