cut	56
Partition 0	3531,3587
Partition 1	3572,3573,3574
Partition 2	3570,3571,3588
Partition 3	3569,3568,3555
Partition 4	3537,3539,3538
Partition 5	3585,3584,3586
Partition 6	3527,3528,3529
Partition 7	3533,3534,3535
Partition 8	3522,3530,3532
Partition 9	3575,3576
Partition 10	3521,3577,3578
Partition 11	3561,3540,3525
Partition 12	3523,3583,3582
Partition 13	3546,3550
Partition 14	3594,3553,3552
Partition 15	3551,3524,3536
Partition 16	3547,3548,3549
Partition 17	3541,3543,3542
Partition 18	3544,3560,3545
Partition 19	3563,3564,3562
Partition 20	3589,3591,3590
Partition 21	3593,3526,3592
Partition 22	3566,3558,3559
Partition 23	3557,3556,3554
Partition 24	3565,3520,3581
Partition 25	3567,3580,3579
