cut	74
Partition 0	3614,3615
Partition 1	3612,3613,3558
Partition 2	3610,3611,3607
Partition 3	3618,3616,3617
Partition 4	3593,3596,3595
Partition 5	3525,3609,3608
Partition 6	3605,3604,3603
Partition 7	3606,3598,3599
Partition 8	3570,3571,3569
Partition 9	3552,3521,3553
Partition 10	3622,3546,3621
Partition 11	3623,3620,3619
Partition 12	3551,3549,3550
Partition 13	3601,3547,3602
Partition 14	3524,3537,3557
Partition 15	3559,3560,3561
Partition 16	3526,3594,3574
Partition 17	3592,3591,3590
Partition 18	3531,3588
Partition 19	3575,3576,3577
Partition 20	3573,3572,3589
Partition 21	3528,3529,3545
Partition 22	3597,3520,3544
Partition 23	3522,3527,3600
Partition 24	3530,3536,3535
Partition 25	3540,3541,3543,3542
Partition 26	3538,3565,3566
Partition 27	3564,3548,3567
Partition 28	3539,3556,3562
Partition 29	3555,3563,3568
Partition 30	3554,3523,3584
Partition 31	3582,3585,3583
Partition 32	3532,3533,3534
Partition 33	3586,3581,3587
Partition 34	3580,3578,3579
