cut	73
Partition 0	3593,3602
Partition 1	3520,3592,3594
Partition 2	3576,3603,3604
Partition 3	3532,3522,3533
Partition 4	3578,3523
Partition 5	3577,3580,3579
Partition 6	3549,3548,3547
Partition 7	3545,3546,3599
Partition 8	3527,3535
Partition 9	3536,3534,3537
Partition 10	3530,3531,3543
Partition 11	3540,3541,3542
Partition 12	3521,3539,3538
Partition 13	3528,3590,3529
Partition 14	3550,3551
Partition 15	3552,3526,3554
Partition 16	3556,3553,3555
Partition 17	3575,3586,3587
Partition 18	3585,3584
Partition 19	3568,3574,3561
Partition 20	3569,3573,3572
Partition 21	3560,3563
Partition 22	3566,3588,3567
Partition 23	3581,3582,3583
Partition 24	3565,3564,3525
Partition 25	3591,3596,3595
Partition 26	3558,3544,3557
Partition 27	3524,3559
Partition 28	3589,3614,3613
Partition 29	3617,3616,3615
Partition 30	3608,3609,3612
Partition 31	3562,3601,3600
Partition 32	3605,3571,3570
Partition 33	3607,3610,3611
Partition 34	3606,3598,3597
