cut	48
Partition 0	24,74,82
Partition 1	4,27,32,65
Partition 2	40,59,63,87
Partition 3	9,58,60
Partition 4	5,29,85
Partition 5	22,62,34
Partition 6	20,49,78
Partition 7	18,21,48
Partition 8	8,54,55,73
Partition 9	25,53,86,69
Partition 10	15,19,66
Partition 11	13,67,72,80
Partition 12	11,38,88
Partition 13	7,14,17
Partition 14	1,10,52,79
Partition 15	26,37,51
Partition 16	0,30,31,44
Partition 17	41,47,70,83
Partition 18	28,42,81
Partition 19	45,36,39,57
Partition 20	12,43,76
Partition 21	6,23,50
Partition 22	2,46,75,84
Partition 23	16,89,64
Partition 24	33,61,71
Partition 25	35,56,77
Partition 26	3,68
