cut	60
Partition 0	3,24,0,50
Partition 1	20,90,58
Partition 2	65,6,81,95
Partition 3	67,66,87
Partition 4	16,18,21,76
Partition 5	9,53,85
Partition 6	14,78,34
Partition 7	1,45,82
Partition 8	7,86,80,39
Partition 9	29,91,99,48
Partition 10	25,79,75
Partition 11	28,68,97,70
Partition 12	12,61,17,36
Partition 13	63,23,43,44
Partition 14	2,38,51
Partition 15	5,47,8,56
Partition 16	15,84,83
Partition 17	4,13,94
Partition 18	55,88,57,19
Partition 19	32,33,96
Partition 20	35,22,46,93,64
Partition 21	77,40,30,41
Partition 22	69,31,59
Partition 23	10,27,42
Partition 24	26,98,54
Partition 25	11,49,62,71
Partition 26	37,72,60,52
Partition 27	89,92,73,74
