cut	45
Partition 0	3536,3537,3527,3528
Partition 1	3522,3538,3540,3541,3548
Partition 2	3555,3532,3530,3533,3534
Partition 3	3535,3549,3552,3551,3550
Partition 4	3576,3575,3574,3520
Partition 5	3599,3598,3596,3553,3597
Partition 6	3566,3567,3568,3569,3570
Partition 7	3561,3562,3563,3564
Partition 8	3556,3572,3573,3557
Partition 9	3547,3524,3542,3545,3546
Partition 10	3543,3544,3526,3529,3581
Partition 11	3558,3531,3559,3560,3571
Partition 12	3525,3590,3591,3592
Partition 13	3554,3565,3523,3521,3539
Partition 14	3580,3583,3586,3584,3582
Partition 15	3579,3578,3577,3587,3588
Partition 16	3589,3585,3595,3594,3593
