cut	74
Partition 0	62,63
Partition 1	2,59,25
Partition 2	12,32,44
Partition 3	0,18
Partition 4	46,20,66
Partition 5	45,69,17,48
Partition 6	34,26
Partition 7	9,35,33
Partition 8	11,23,15
Partition 9	43,22,37
Partition 10	29,30
Partition 11	4,55,64
Partition 12	60,8
Partition 13	51,67,6
Partition 14	13,49,61
Partition 15	57,50,14
Partition 16	68,27,40
Partition 17	10,19,42
Partition 18	41,36
Partition 19	5,47,7
Partition 20	28,38,56
Partition 21	54,1
Partition 22	31,24,65
Partition 23	39,58,53
Partition 24	52,3,16,21
