cut	50
Partition 0	7518,7517
Partition 1	7504,7503
Partition 2	7505,7506,7516
Partition 3	7520,7495,7521
Partition 4	7497,7528
Partition 5	7498,7499
Partition 6	7500,7501,7502
Partition 7	7494,7510
Partition 8	7512,7513
Partition 9	7509,7514,7515
Partition 10	7547,7546
Partition 11	7507,7491,7511
Partition 12	7529,7527,7530
Partition 13	7493,7525,7526
Partition 14	7490,7531
Partition 15	7532,7533,7534
Partition 16	7522,7523,7524
Partition 17	7536,7535
Partition 18	7537,7561,7560
Partition 19	7492
Partition 20	7563,7519,7562
Partition 21	7548,7557
Partition 22	7558,7556,7559
Partition 23	7550,7508
Partition 24	7551,7554,7555
Partition 25	7549,7496
Partition 26	7545,7540,7539
Partition 27	7542,7543,7544
Partition 28	7541,7552,7553,7538
