cut	78
Partition 0	51,49,48,50
Partition 1	53,52,55,54
Partition 2	11,12,13
Partition 3	17,14,16,15
Partition 4	18,19,20,47
Partition 5	22,21,23
Partition 6	27,24,25,26
Partition 7	7,9,8,10
Partition 8	1,0,79,74
Partition 9	78,77,56,76,75
Partition 10	63,62,57
Partition 11	59,58,60,61
Partition 12	73,72,70,71
Partition 13	69,68,67
Partition 14	64,66,65
Partition 15	43,44,42,41,45
Partition 16	40,39,37,38
Partition 17	36,46,34,35
Partition 18	5,4,6
Partition 19	29,28,30,31
Partition 20	2,3,32,33
