cut	112
Partition 1	2063,2099,2100
Partition 2	2145,2148
Partition 3	2146,2147
Partition 4	2094,2095
Partition 5	2143,2144,2151,2152
Partition 6	2088,2089
Partition 7	2141,2149,2150
Partition 8	2135,2136,2137
Partition 9	2131,2132
Partition 10	2133,2134
Partition 11	2138,2140
Partition 12	2129,2068
Partition 13	2130,2139
Partition 14	2066,2142,2076
Partition 15	2098,2105
Partition 16	2103,2104
Partition 17	2078,2090,2091,2092,2093
Partition 18	2096,2097
Partition 19	2065
Partition 20	2075
Partition 21	2101
Partition 22	2107,2106
Partition 23	2109,2108
Partition 24	2069,2111
Partition 25	2082,2083,2062
Partition 26	2085,2086,2087
Partition 27	2081,2084
Partition 28	2079,2080
Partition 29	2157,2160
Partition 30	2074
Partition 31	2072,2156,2158
Partition 32	2164,2166
Partition 33	2070,2161,2163
Partition 34	2162,2165
Partition 35	2155,2159
Partition 36	2120,2179
Partition 37	2174,2173,2177
Partition 38	2127,2128
Partition 39	2167,2168,2171
Partition 40	2153,2154
Partition 41	2176,2175,2178
Partition 42	2170,2169,2172
Partition 43	2112,2113,2110
Partition 44	2116,2117
Partition 45	2114,2071,2115
Partition 46	2126,2182,2188
Partition 47	2064,2125
Partition 48	2118,2073,2119
Partition 49	2121,2122,2123
Partition 50	2199,2200,2184
Partition 51	2185
Partition 52	2180,2181
Partition 53	2124,2183
Partition 54	2187,2189
Partition 55	2191,2190
Partition 56	2197,2198
Partition 57	2192,2193
Partition 58	2077,2102,2067
Partition 59	2186,2195
Partition 60	2196,2194
