cut	97
Partition 0	3,5,4
Partition 1	7,6,8
Partition 2	9,10,11,12
Partition 3	14,15,16
Partition 4	13,44,17
Partition 5	69,70,68
Partition 6	45,43,41,42
Partition 7	51,53,52,54
Partition 8	33,49,50
Partition 9	47,48,46
Partition 10	62,60,61,63
Partition 11	64,66,65,67
Partition 12	55,56,57,58,59
Partition 13	28,30,31,29
Partition 14	86,85,87
Partition 15	94,91,93
Partition 16	88,89,90,92
Partition 17	75,76,77
Partition 18	72,73,74
Partition 19	82,83,84
Partition 20	80,81,18,78,79
Partition 21	34,27,32
Partition 22	0,1,99,2
Partition 23	97,98,95,96
Partition 24	39,71,40
Partition 25	36,35,38,37
Partition 26	24,26,25,23
Partition 27	20,19,22,21
