iteration	t
1	10,19,36,39,40,43,55,60,96,372,649,668,918,943,1916
2	1,6,14,27,39,64,85,91,101,643,1210,1758,3892,4618
3	1,6,22,52,61,70,120,131,158,536,2181,2476,3047
4	13,22,29,37,90,103,152,3488,3580,7187
5	4,17,19,34,38,64,174,343,452,1570
6	16,5322
7	821,3569
8	42,238,376,523,1602
9	677,684,733,751,1116,4562,4582
10	95,287,290,419,451,4910
