cut	102
Partition 0	1104,1182,1091,1105
Partition 1	1100,1101,1221,1220,1222
Partition 2	1097,1214,1098,1215
Partition 3	1114,1115,1211,1166
Partition 4	1089,1102,1111,1103
Partition 5	1145,1095,1092,1146,1147
Partition 6	1195,1196,1198,1194
Partition 7	1193,1197,1162,1200,1199
Partition 8	1140,1142,1143,1144
Partition 9	1110,1139,1161,1165
Partition 10	1099,1107,1108,1121
Partition 11	1087,1109,1106,1141,1088
Partition 12	1187,1163,1164,1188
Partition 13	1183,1184,1185,1189,1190
Partition 14	1234,1090,1186,1233
Partition 15	1096,1112,1113,1119,1120
Partition 16	1134,1116,1117,1118,1135
Partition 17	1213,1217,1229,1228
Partition 18	1232,1231,1216,1230
Partition 19	1212,1157,1158,1218
Partition 20	1226,1219,1227,1223
Partition 21	1172,1173,1179,1180
Partition 22	1176,1127,1128,1177,1178
Partition 23	1181,1191,1192,1209
Partition 24	1207,1210,1208,1206
Partition 25	1160,1167,1169,1168
Partition 26	1175,1174,1153,1154,1170
Partition 27	1124,1150,1151,1152
Partition 28	1123,1131,1137,1138,1136
Partition 29	1085,1093,1132,1133
Partition 30	1125,1086,1094,1122,1171
Partition 31	1224,1159,1225,1155,1156
Partition 32	1201,1202,1204,1205,1203
Partition 33	1126,1129,1148,1130,1149
