Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	377	21	lc	True	True	False	True	3	2	6	5
3	23	21	lc	False	True	True	True	1	1	5	4
3	85	21	lc	False	True	True	True	1	1	5	4
5	0	21	lc	True	True	True	True	2	2	7	7
5	2	21	lc	True	True	True	True	2	2	7	7
5	6	21	lc	True	True	True	True	2	2	7	7
5	8	21	lc	True	True	True	True	2	2	7	7
5	14	21	lc	True	True	True	True	2	2	7	7
5	18	21	lc	True	True	True	True	2	2	7	7
5	24	21	lc	True	True	True	True	2	2	7	7
