Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
3	14	16	lc	True	True	True	True	2	1	3	3
3	152	16	lc	True	True	True	True	2	1	3	3
2	3	16	lc	True	True	False	True	2	1	2	1
3	0	16	hc	True	True	True	True	2	2	3	3
3	3	16	hc	True	True	True	True	2	2	3	3
3	5	16	hc	True	True	True	True	2	2	3	3
3	16	16	hc	True	True	True	True	2	2	3	3
3	34	16	hc	True	True	True	True	2	2	3	3
3	49	16	hc	True	True	True	True	2	2	3	3
3	141	16	hc	True	True	True	True	2	2	3	3
2	3	16	hc	True	True	False	True	2	1	2	1
