cut	52
Partition 0	3555,3526,3578,3559,3579
Partition 1	3554,3580,3553,3581,3582
Partition 2	3527,3528,3537,3538,3539
Partition 3	3525,3588,3560,3585,3586,3587
Partition 4	3601,3602,3603,3604,3605
Partition 5	3562,3561,3563,3607,3564,3606
Partition 6	3547,3558,3591,3521,3557
Partition 7	3567,3532,3600,3556,3566,3565
Partition 8	3589,3596,3595,3597
Partition 9	3592,3593,3590,3533,3594
Partition 10	3611,3573,3574,3584,3583
Partition 11	3610,3599,3608,3598,3609
Partition 12	3568,3569,3546,3552,3523,3551
Partition 13	3522,3544,3545,3550,3548,3549
Partition 14	3543,3571,3542,3572,3570,3520
Partition 15	3534,3535,3576,3575,3524,3577
Partition 16	3536,3529,3530,3540,3531,3541
