cut	55
Partition 0	3547,3548,3546,3545
Partition 1	3550,3551,3584
Partition 2	3524,3542,3543
Partition 3	3527,3528,3541
Partition 4	3596,3595,3597
Partition 5	3553,3554,3552,3555
Partition 6	3538,3537,3534,3536
Partition 7	3586,3585,3525
Partition 8	3577,3529,3530
Partition 9	3523,3573,3574,3575
Partition 10	3610,3609,3572
Partition 11	3522,3578,3579,3580
Partition 12	3556,3549,3557,3576
Partition 13	3606,3607,3608
Partition 14	3601,3599,3540
Partition 15	3604,3602,3603
Partition 16	3564,3565,3598
Partition 17	3560,3567,3571
Partition 18	3559,3558,3520,3539
Partition 19	3581,3600,3535
Partition 20	3566,3568,3563,3569
Partition 21	3521,3533,3570,3594
Partition 22	3605,3582,3583,3562
Partition 23	3526,3532,3531,3561
Partition 24	3588,3589,3593,3592
Partition 25	3587,3544,3590,3591
