iteration	t
1	535,730,736,909,924,979,1979,2003,2018
2	806,931,1003,1016,1080,1101,1139,1365,2440,2456,2714
3	308,514,768,1114,1126,2124,2523,2676,2702,2916,3011,3235,3508,5304,5347,5383,5412,5419,5447,6262
4	600,637,759,1146,1164,1229,1267,2003,2071,2078,2088,2091,2097,2125,2168,2174,2182,2190,2220,2246,2274,2284,2291,2293,2297,2318,2336,2340,2367,2370,2683,2898,2949,2984,3169,3814,3971
5	587,598,603,649,778,810,2515,3231,4192,4196,4521,5863,6305,7205,7282
6	20,21,95,2796,3385,3401,3408,6388,6543,14698,16545
7	7,26
8	12,23,184,234,372,460,492,776,810,822
9	8,13,727,1792,2111,2147
