iteration	t
1	4,33,61,89,198,224,304,385,686,697,1589,2905,3032,3035,3047,3225,3238
2	27,31,40,45,64,332,347,701,1619,1919,2526,2588,2607,2952,5356,7458,7646
3	5,8,83,161,805,847,1013,1090,1713,1829,2064,2219,5907,6075,8853,9904
4	8,24,41,49,115,118,120,134,198,231,334,365,415,1093,1214,1514,2518,5292
5	10,168,206,217,231,301,340,342,400,428,712,793,815,881,897,961,982,1521,1522,4363
6	792,820,821,868,2703
7	81,175,981,1541,1555,4772
8	194,201,208,209,223,724,851
9	25,405,2980,3261,4621,4639
