cut	60
Partition 0	3617,3616,3524,3559
Partition 1	3589,3614,3615,3613
Partition 2	3550,3605,3606,3571
Partition 3	3607,3610,3611,3612
Partition 4	3591,3596,3598,3597
Partition 5	3586,3585,3584,3583
Partition 6	3569,3573,3572,3570
Partition 7	3568,3574,3561,3575,3562
Partition 8	3565,3564,3566,3563
Partition 9	3601,3546,3599,3600
Partition 10	3587,3608,3588,3567,3609
Partition 11	3548,3578,3545,3523
Partition 12	3549,3556,3555,3557
Partition 13	3552,3553,3526,3554
Partition 14	3551,3581,3580,3579,3582
Partition 15	3592,3593,3594,3602
Partition 16	3525,3595,3558,3544
Partition 17	3541,3531,3543,3542
Partition 18	3530,3528,3547,3529
Partition 19	3527,3535,3560,3536,3537
Partition 20	3576,3603,3604,3577
Partition 21	3521,3522,3538,3590
Partition 22	3520,3532,3540,3533,3539,3534
