cut	87
Partition 0	63,18,62
Partition 1	54,64,45
Partition 2	74,75,76
Partition 3	21,16,17,15
Partition 4	59,19,20,61
Partition 5	46,55,44
Partition 6	28,30,26
Partition 7	60,57,58,56
Partition 8	49,48,47
Partition 9	23,22,24,29
Partition 10	50,51,53,52
Partition 11	41,43,42
Partition 12	40,39,38
Partition 13	79,77,78
Partition 14	27,69,25
Partition 15	9,73,71
Partition 16	8,72,70,68
Partition 17	11,12,14
Partition 18	1,0,2,3
Partition 19	4,6,5,7,10
Partition 20	67,65,66
Partition 21	36,35,37
Partition 22	34,32,33,13,31
