cut	40
Partition 0	29,36
Partition 1	8,26
Partition 2	23,45
Partition 3	21,30
Partition 4	32,47
Partition 5	16,50,59
Partition 6	18,58
Partition 7	14,57
Partition 8	17,34,41
Partition 9	3,28
Partition 10	0,31,48
Partition 11	9,55,56
Partition 12	15,24,35
Partition 13	20,51
Partition 14	6,42
Partition 15	4,25,39
Partition 16	38,52
Partition 17	22,53
Partition 18	1,40,54
Partition 19	19,33,46
Partition 20	5,11
Partition 21	10,12
Partition 22	2,27
Partition 23	7,13
Partition 24	43,44
Partition 25	37,49
