cut	50
Partition 0	3563,3568,3564
Partition 1	3591,3592,3594,3593
Partition 2	3569,3570,3575
Partition 3	3585,3595,3596
Partition 4	3599,3576,3598,3520,3597
Partition 5	3555,3532,3530
Partition 6	3553,3552,3551
Partition 7	3528,3533,3534,3535
Partition 8	3536,3537,3538
Partition 9	3541,3548,3549,3550
Partition 10	3561,3562,3522,3527,3540
Partition 11	3572,3573,3574
Partition 12	3560,3571,3529
Partition 13	3542,3545,3546
Partition 14	3544,3547,3558,3559
Partition 15	3556,3531,3524,3557
Partition 16	3579,3578,3577
Partition 17	3543,3526,3566,3567
Partition 18	3583,3584,3582,3581
Partition 19	3580,3586,3589,3588
Partition 20	3525,3554,3565,3590
Partition 21	3523,3521,3539,3587
