cut	47
Partition 0	34,52,60,89
Partition 1	6,29,50,97,86
Partition 2	25,36,51,72
Partition 3	7,12,21,43
Partition 4	40,70,93,96
Partition 5	28,32,33,39,85
Partition 6	11,16,62
Partition 7	8,13,38,46,81
Partition 8	15,20,90,98
Partition 9	24,57,65,78
Partition 10	2,63,27,47,37
Partition 11	69,67,71,80
Partition 12	0,14,88,5
Partition 13	18,10,49,92,48
Partition 14	23,76,83,87
Partition 15	31,35,73,59
Partition 16	1,79,19,53,64
Partition 17	42,45,30
Partition 18	17,22,54,55,61
Partition 19	66,75,94,84
Partition 20	26,56,95,82
Partition 21	3,4,41,44,91
Partition 22	9,58,68,74,77,99
