iteration	t
1	40,109,310,534,535,586,696,708,724,747,899,1248,1301,1315,1551,1759,1764,1785,1924,1986
2	2,12,13,16,22,37,86,228,269,362,433,498,564,571,749,799
3	8,31,36,60,98,150,168,238,255,432,500,640,651,1094,2443,2919
4	52,76,81,91,108,181,259,366,771,808,1852,1884,2916,4395,5063,8091
5	42,44,55,107,109,120,324,487,687,962,1043,1095,1987,2094
6	9,4044,5151,5787,6690
7	120,330,1075,4940,12852,12925
8	7,1361,3258,3270
9	160,743,2501,2521
10	24,55,110,324
