iteration	t
1	21,22,37,50,77,81,135,3075,7045
2	4,19,38,45,47,94,287,358,2906
3	57,81,97,123,209,313,318,1306
4	12,13,29,54,61,68,156,185,203,220,1375,2135,6393
5	56,74,78,218,237,244,263,344,567,713,872,2337
6	38,1352,1597
7	16,36,406
8	333,335
9	6,57
10	142,409,1337,1426,1451,1943,8369,8378,8842,8971
