cut	49
Partition 0	13,27,14,86
Partition 1	1,46,48,30,68
Partition 2	70,99,41,79
Partition 3	62,21,89
Partition 4	4,72,82,80
Partition 5	0,54,60,98
Partition 6	17,39,64,97
Partition 7	23,10,24
Partition 8	2,8,29,40,77
Partition 9	20,16,53,90
Partition 10	9,50,12,76,96
Partition 11	47,75,88,95
Partition 12	15,19,33,67
Partition 13	3,55,59,71,91
Partition 14	35,58,87,93
Partition 15	5,52,31,34,84
Partition 16	25,81,36,94
Partition 17	7,18,51,61
Partition 18	38,45,49,57,83
Partition 19	22,28,37
Partition 20	11,43,63,73,74
Partition 21	78,56,92
Partition 22	26,32,42,66
Partition 23	6,44,65,69,85
