Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	22	17	lc	True	True	False	True	3	2	7	5
3	6	17	lc	True	True	True	True	2	1	4	4
3	18	17	lc	True	True	True	True	2	1	4	4
3	22	17	lc	True	True	True	True	2	1	4	4
3	28	17	lc	True	True	True	True	2	1	4	4
3	40	17	lc	True	True	True	True	2	1	4	4
3	48	17	lc	True	True	True	True	2	1	4	4
3	55	17	lc	True	True	True	True	2	1	4	4
3	56	17	lc	True	True	True	True	2	1	4	4
2	1	17	lc	True	True	False	True	2	1	3	2
2	1	17	hc	True	True	False	True	2	1	3	2
