cut	87
Partition 0	76,78,77
Partition 1	6,5,7
Partition 2	8,10,9,11
Partition 3	12,13,14
Partition 4	2,3,4
Partition 5	0,1,89,88
Partition 6	67,68,43
Partition 7	70,69,71
Partition 8	75,74,73,72
Partition 9	46,44,45
Partition 10	40,42,41,39
Partition 11	22,19,20,21
Partition 12	15,16,17,18
Partition 13	26,27,29,28
Partition 14	65,66,64
Partition 15	61,62,63
Partition 16	24,23,25
Partition 17	81,82,83
Partition 18	84,85,86,87
Partition 19	60,58,59
Partition 20	57,55,56,54
Partition 21	80,79,53,52
Partition 22	31,30,32
Partition 23	34,33,35,36
Partition 24	48,51,49,50
Partition 25	37,38,47
