cut	84
Partition 0	41,58,88
Partition 1	61,44,18
Partition 2	1,52,5
Partition 3	10,23,77
Partition 4	55,57,45,48
Partition 5	27,34,79
Partition 6	29,70,82
Partition 7	84,24,59
Partition 8	49,78,72,80
Partition 9	56,39,14,13
Partition 10	9,28,60
Partition 11	4,40,73
Partition 12	15,50,21,66
Partition 13	38,69,30
Partition 14	6,67,36
Partition 15	20,76,86
Partition 16	7,64,46
Partition 17	8,12,25
Partition 18	22,3,87
Partition 19	26,74,42,43,68
Partition 20	2,83,47,71
Partition 21	32,35,62
Partition 22	11,81,89
Partition 23	17,65,85
Partition 24	16,37,19,51
Partition 25	0,75,54
Partition 26	31,33,53,63
