cut	103
Partition 0	49,60,55,23
Partition 1	37,61,62,78
Partition 2	74,66,79,12
Partition 3	40,3,19,57
Partition 4	63,14,80,81,56
Partition 5	13,77,18
Partition 6	84,21,59,68,65
Partition 7	1,24,28,5
Partition 8	2,42,44,16
Partition 9	29,4,89,31,48
Partition 10	72,70,75,9
Partition 11	64,50,26,22
Partition 12	73,52,17,67
Partition 13	0,11,51,20
Partition 14	69,85,8,25
Partition 15	38,6,54,39
Partition 16	43,45,53,41,82
Partition 17	71,30,33,32,36
Partition 18	47,83,7,46
Partition 19	35,76,10,86,58
Partition 20	27,34,15,88,87
