iteration	t
1	2,3,10,23,25,26,47,62,67,69,72,303,432
2	14,16,20,24,25,31,52,86,240,683,707
3	6,13,27,66,121,161,526,1511,1916
4	17,19,35,39,91,110,112,141,230,597,618,1096,1928,2357,2460
5	6,17,20,21,49,50,56,149,160,179,421,639
6	140,1149,1304,4564,4567,5290,5456
7	23,42,1154
8	20,152
9	3,266,335,516,5698
